#gene_id	sprot_Top_BLASTX_hit
TRINITY_DN19618_c5_g1	.
TRINITY_DN19618_c6_g1	PER53_ARATH^PER53_ARATH^Q:2-913,H:32-335^82.237%ID^E:1.48e-172^RecName: Full=Peroxidase 53;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN19628_c1_g1	.
TRINITY_DN19623_c1_g1	PNSL5_ARATH^PNSL5_ARATH^Q:733-353,H:130-256^82.677%ID^E:1.05e-73^RecName: Full=Photosynthetic NDH subunit of lumenal location 5, chloroplastic {ECO:0000303|PubMed:21785130};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`PNSL5_ARATH^PNSL5_ARATH^Q:983-840,H:85-132^85.417%ID^E:1.05e-73^RecName: Full=Photosynthetic NDH subunit of lumenal location 5, chloroplastic {ECO:0000303|PubMed:21785130};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN19623_c1_g1	PNSL5_ARATH^PNSL5_ARATH^Q:733-353,H:130-256^82.677%ID^E:1.05e-73^RecName: Full=Photosynthetic NDH subunit of lumenal location 5, chloroplastic {ECO:0000303|PubMed:21785130};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`PNSL5_ARATH^PNSL5_ARATH^Q:983-840,H:85-132^85.417%ID^E:1.05e-73^RecName: Full=Photosynthetic NDH subunit of lumenal location 5, chloroplastic {ECO:0000303|PubMed:21785130};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN19608_c5_g1	TKPR1_ARATH^TKPR1_ARATH^Q:700-143,H:5-190^43.386%ID^E:4.41e-44^RecName: Full=Tetraketide alpha-pyrone reductase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN19642_c0_g2	PTR8_ARATH^PTR8_ARATH^Q:250-122,H:358-400^60.465%ID^E:2.01e-11^RecName: Full=Protein NRT1/ PTR FAMILY 2.9;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24332_c1_g1	TBB5_ORYSJ^TBB5_ORYSJ^Q:3-341,H:314-426^98.23%ID^E:9.45e-75^RecName: Full=Tubulin beta-5 chain;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN24332_c1_g5	TBB3_SOYBN^TBB3_SOYBN^Q:101-337,H:1-76^88.608%ID^E:2.22e-45^RecName: Full=Tubulin beta chain;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja
TRINITY_DN24332_c1_g12	TBB2_LUPAL^TBB2_LUPAL^Q:987-7,H:86-412^99.083%ID^E:0^RecName: Full=Tubulin beta-2 chain;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Genisteae; Lupinus
TRINITY_DN24342_c2_g1	P2SAF_ARATH^P2SAF_ARATH^Q:3-911,H:100-402^87.459%ID^E:0^RecName: Full=Photosystem II stability/assembly factor HCF136, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24342_c2_g6	P2SAF_ARATH^P2SAF_ARATH^Q:86-3,H:79-106^92.857%ID^E:4e-10^RecName: Full=Photosystem II stability/assembly factor HCF136, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24353_c2_g1	.
TRINITY_DN24381_c0_g1	RLK1_ARATH^RLK1_ARATH^Q:371-3,H:589-711^74.797%ID^E:8.41e-60^RecName: Full=G-type lectin S-receptor-like serine/threonine-protein kinase RLK1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24381_c0_g2	RLK1_ARATH^RLK1_ARATH^Q:3-341,H:705-816^53.097%ID^E:5.65e-38^RecName: Full=G-type lectin S-receptor-like serine/threonine-protein kinase RLK1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24394_c2_g1	OSB2_ARATH^OSB2_ARATH^Q:799-569,H:296-370^53.247%ID^E:1.03e-17^RecName: Full=Protein OSB2, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`OSB2_ARATH^OSB2_ARATH^Q:751-602,H:235-288^50%ID^E:5.35e-07^RecName: Full=Protein OSB2, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24365_c4_g2	.
TRINITY_DN24392_c1_g2	HSL1_ARATH^HSL1_ARATH^Q:2558-114,H:169-983^39.068%ID^E:0^RecName: Full=Receptor-like protein kinase HSL1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`HSL1_ARATH^HSL1_ARATH^Q:2387-1320,H:57-416^30.028%ID^E:3.92e-37^RecName: Full=Receptor-like protein kinase HSL1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`HSL1_ARATH^HSL1_ARATH^Q:1739-1314,H:60-203^32.639%ID^E:1.71e-11^RecName: Full=Receptor-like protein kinase HSL1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24395_c4_g1	DAP4_PSEMX^DAP4_PSEMX^Q:458-2095,H:34-561^31.429%ID^E:2.03e-59^RecName: Full=Dipeptidyl aminopeptidase 4 {ECO:0000312|EMBL:BAD27580.1};^Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas
TRINITY_DN24400_c0_g1	AGAL_COFAR^AGAL_COFAR^Q:1165-581,H:180-374^76.923%ID^E:4.95e-103^RecName: Full=Alpha-galactosidase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Rubiaceae; Ixoroideae; Gardenieae complex; Bertiereae - Coffeeae clade; Coffeeae; Coffea
TRINITY_DN24349_c2_g1	.
TRINITY_DN24349_c2_g2	.
TRINITY_DN24343_c4_g1	.
TRINITY_DN24352_c0_g6	.
TRINITY_DN24338_c0_g3	RB11C_LOTJA^RB11C_LOTJA^Q:125-775,H:1-216^88.94%ID^E:7.61e-134^RecName: Full=Ras-related protein Rab11C;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Loteae; Lotus
TRINITY_DN24327_c1_g1	MYB17_ARATH^MYB17_ARATH^Q:1265-534,H:43-290^60.079%ID^E:1.35e-74^RecName: Full=Transcription factor MYB41 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24327_c1_g3	SBT17_ARATH^SBT17_ARATH^Q:2170-23,H:50-741^61.785%ID^E:0^RecName: Full=Subtilisin-like protease SBT1.7 {ECO:0000303|PubMed:16193095};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24357_c2_g1	.
TRINITY_DN24357_c2_g3	.
TRINITY_DN24357_c2_g6	.
TRINITY_DN24396_c0_g3	RD22_ARATH^RD22_ARATH^Q:711-361,H:271-391^63.636%ID^E:1.08e-45^RecName: Full=BURP domain protein RD22 {ECO:0000303|PubMed:9790599};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24396_c0_g4	RD22_ARATH^RD22_ARATH^Q:467-856,H:143-275^57.143%ID^E:1.71e-44^RecName: Full=BURP domain protein RD22 {ECO:0000303|PubMed:9790599};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24396_c0_g5	BURP3_ORYSJ^BURP3_ORYSJ^Q:750-70,H:193-426^52.991%ID^E:9.73e-85^RecName: Full=BURP domain-containing protein 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN24396_c0_g8	RD22_ARATH^RD22_ARATH^Q:64-288,H:5-73^47.368%ID^E:2.07e-09^RecName: Full=BURP domain protein RD22 {ECO:0000303|PubMed:9790599};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24396_c0_g9	.
TRINITY_DN24376_c2_g1	.
TRINITY_DN24376_c2_g7	ENL1_ARATH^ENL1_ARATH^Q:130-438,H:14-116^40.385%ID^E:5.7e-22^RecName: Full=Early nodulin-like protein 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24302_c2_g8	Y2913_ARATH^Y2913_ARATH^Q:1039-2,H:302-643^56.695%ID^E:4.77e-115^RecName: Full=G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24302_c2_g10	Y2913_ARATH^Y2913_ARATH^Q:1-411,H:643-780^76.087%ID^E:6.1e-70^RecName: Full=G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24391_c0_g1	CYP37_ARATH^CYP37_ARATH^Q:2-217,H:152-223^70.833%ID^E:4.76e-30^RecName: Full=Peptidyl-prolyl cis-trans isomerase CYP37, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24320_c4_g2	.
TRINITY_DN24345_c5_g2	.
TRINITY_DN24345_c5_g4	.
TRINITY_DN24345_c6_g1	.
TRINITY_DN24345_c6_g2	UNE10_ARATH^UNE10_ARATH^Q:2-253,H:69-134^46.429%ID^E:2.63e-07^RecName: Full=Transcription factor UNE10;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24333_c0_g4	Y3475_ARATH^Y3475_ARATH^Q:440-3,H:757-904^58.784%ID^E:4.77e-54^RecName: Full=Probable LRR receptor-like serine/threonine-protein kinase At3g47570;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24371_c0_g2	U74F1_ARATH^U74F1_ARATH^Q:3-680,H:222-448^59.389%ID^E:2.29e-92^RecName: Full=UDP-glycosyltransferase 74F1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24347_c2_g3	ABA2_PRUAR^ABA2_PRUAR^Q:313-2007,H:1-560^75.482%ID^E:0^RecName: Full=Zeaxanthin epoxidase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Amygdaleae; Prunus
TRINITY_DN24350_c2_g3	WRK51_ARATH^WRK51_ARATH^Q:578-408,H:130-186^66.667%ID^E:8.48e-17^RecName: Full=Probable WRKY transcription factor 51;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24382_c2_g2	.
TRINITY_DN24340_c4_g1	PIRL4_ARATH^PIRL4_ARATH^Q:2158-422,H:5-549^61.775%ID^E:0^RecName: Full=Plant intracellular Ras-group-related LRR protein 4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24340_c4_g3	WAKLG_ARATH^WAKLG_ARATH^Q:1-774,H:36-283^29.779%ID^E:1.44e-22^RecName: Full=Wall-associated receptor kinase-like 8;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24340_c4_g5	GUB_NICPL^GUB_NICPL^Q:497-1249,H:5-252^68.924%ID^E:1.47e-117^RecName: Full=Lichenase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN24340_c4_g6	E13A_SOYBN^E13A_SOYBN^Q:8-328,H:240-347^72.222%ID^E:6.42e-42^RecName: Full=Glucan endo-1,3-beta-glucosidase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja
TRINITY_DN14942_c0_g1	.
TRINITY_DN25729_c2_g3	.
TRINITY_DN25740_c0_g2	.
TRINITY_DN25740_c0_g3	.
TRINITY_DN25740_c1_g2	.
TRINITY_DN25718_c7_g2	FB19_ARATH^FB19_ARATH^Q:1406-390,H:50-379^37.216%ID^E:8.24e-52^RecName: Full=F-box protein At1g30200;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25742_c0_g1	AIR9_ARATH^AIR9_ARATH^Q:616-14,H:1325-1525^76.119%ID^E:2.27e-102^RecName: Full=187-kDa microtubule-associated protein AIR9 {ECO:0000303|PubMed:17027491};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`AIR9_ARATH^AIR9_ARATH^Q:619-29,H:641-824^26.396%ID^E:3.98e-08^RecName: Full=187-kDa microtubule-associated protein AIR9 {ECO:0000303|PubMed:17027491};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`AIR9_ARATH^AIR9_ARATH^Q:544-17,H:1151-1322^28.649%ID^E:3.99e-06^RecName: Full=187-kDa microtubule-associated protein AIR9 {ECO:0000303|PubMed:17027491};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25733_c0_g8	PPAF2_IPOBA^PPAF2_IPOBA^Q:515-243,H:374-464^86.813%ID^E:3.37e-51^RecName: Full=Purple acid phosphatase 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Convolvulaceae; Ipomoeeae; Ipomoea
TRINITY_DN25733_c0_g12	PPAF2_IPOBA^PPAF2_IPOBA^Q:142-2,H:286-332^89.362%ID^E:1.77e-23^RecName: Full=Purple acid phosphatase 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Convolvulaceae; Ipomoeeae; Ipomoea
TRINITY_DN25733_c0_g13	.
TRINITY_DN25706_c3_g3	.
TRINITY_DN25709_c6_g2	.
TRINITY_DN25737_c5_g2	.
TRINITY_DN25787_c9_g2	PTA16_ARATH^PTA16_ARATH^Q:1091-51,H:19-363^63.099%ID^E:2.79e-147^RecName: Full=Protein plastid transcriptionally active 16, chloroplastic {ECO:0000303|PubMed:16326926};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25773_c4_g1	LMLN_DROPS^LMLN_DROPS^Q:1733-486,H:105-637^28.224%ID^E:5.59e-48^RecName: Full=Leishmanolysin-like peptidase;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora
TRINITY_DN25764_c3_g1	NP93A_ARATH^NP93A_ARATH^Q:37-2628,H:1-861^75.463%ID^E:0^RecName: Full=Nuclear pore complex protein NUP93A {ECO:0000303|PubMed:21189294};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25764_c3_g2	.
TRINITY_DN25757_c2_g1	.
TRINITY_DN25781_c2_g5	.
TRINITY_DN25797_c1_g2	PLP2_ARATH^PLP2_ARATH^Q:394-465,H:283-306^70.833%ID^E:6.66e-06^RecName: Full=Patatin-like protein 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`PLP2_ARATH^PLP2_ARATH^Q:557-628,H:321-344^54.167%ID^E:6.66e-06^RecName: Full=Patatin-like protein 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25762_c0_g2	AK1_ARATH^AK1_ARATH^Q:1016-1768,H:309-559^80.876%ID^E:1.39e-137^RecName: Full=Aspartokinase 1, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`AK1_ARATH^AK1_ARATH^Q:12-629,H:72-277^80.097%ID^E:9.98e-109^RecName: Full=Aspartokinase 1, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`AK1_ARATH^AK1_ARATH^Q:614-709,H:279-310^84.375%ID^E:2.75e-07^RecName: Full=Aspartokinase 1, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25762_c0_g2	AK1_ARATH^AK1_ARATH^Q:1016-1768,H:309-559^80.876%ID^E:1.39e-137^RecName: Full=Aspartokinase 1, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`AK1_ARATH^AK1_ARATH^Q:12-629,H:72-277^80.097%ID^E:9.98e-109^RecName: Full=Aspartokinase 1, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`AK1_ARATH^AK1_ARATH^Q:614-709,H:279-310^84.375%ID^E:2.75e-07^RecName: Full=Aspartokinase 1, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25720_c1_g2	.
TRINITY_DN25708_c1_g1	KPYC_TOBAC^KPYC_TOBAC^Q:1250-441,H:238-507^82.593%ID^E:6.66e-155^RecName: Full=Pyruvate kinase, cytosolic isozyme;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana`KPYC_TOBAC^KPYC_TOBAC^Q:2321-1650,H:16-239^83.929%ID^E:5.38e-130^RecName: Full=Pyruvate kinase, cytosolic isozyme;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN25708_c1_g1	KPYC_TOBAC^KPYC_TOBAC^Q:1250-441,H:238-507^82.593%ID^E:6.66e-155^RecName: Full=Pyruvate kinase, cytosolic isozyme;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana`KPYC_TOBAC^KPYC_TOBAC^Q:2321-1650,H:16-239^83.929%ID^E:5.38e-130^RecName: Full=Pyruvate kinase, cytosolic isozyme;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN25717_c3_g4	.
TRINITY_DN25711_c1_g5	.
TRINITY_DN25701_c0_g3	IOS1_ARATH^IOS1_ARATH^Q:986-378,H:694-894^55.882%ID^E:4.95e-62^RecName: Full=LRR receptor-like serine/threonine-protein kinase IOS1 {ECO:0000303|PubMed:21711359};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`IOS1_ARATH^IOS1_ARATH^Q:1723-1277,H:577-694^45.638%ID^E:1.37e-22^RecName: Full=LRR receptor-like serine/threonine-protein kinase IOS1 {ECO:0000303|PubMed:21711359};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
